,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_with_Bank,Total_Bank_Products,Months_Inactive,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Average_Monthly_Spend,Total_Amt_Chng_Q4_Q1,Total_Yearly_Spend,Total_Transaction_Count,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1390,720917808,Existing Customer,35,M,9,High School,Single,$40K - $60K,Blue,39,7,14,23,10880,1638,2641,1,8719,394,3,2
1391,812801958,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,50,5,3,4,3566,1401,2165,0.903,2425,54,0.8,0.393
1392,714997683,Existing Customer,56,F,21,Graduate,Married,Unknown,Blue,59,25,4,17,13944,6548,18320,2,5736,112,2,0
1393,709379283,Existing Customer,39,M,10,Graduate,Married,$60K - $80K,Blue,32,15,4,23,12156,0,17257,2,7013,128,4,0
1394,711840408,Existing Customer,64,M,0,College,Married,Less than $40K,Blue,199,15,7,20,12523,2122,914,2,6702,19,2,2
1395,785328408,Existing Customer,37,F,21,Graduate,Married,Less than $40K,Blue,37,25,9,17,1644,6955,767,2,8319,131,1,3
1396,719873808,Existing Customer,34,M,3,College,Married,$60K - $80K,Blue,83,9,4,10,27690,2390,3342,3,9724,34,1,1
1397,715528983,Existing Customer,46,M,5,Uneducated,Divorced,$60K - $80K,Blue,36,3,1,2,17196,1646,15550,0.542,1466,41,1.278,0.096
1398,720254883,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,50,9,5,17,30447,2926,9599,1,8290,309,2,1
1399,811980858,Existing Customer,36,M,0,Graduate,Married,$60K - $80K,Blue,37,25,4,11,7168,0,10175,1,6203,112,2,0
1400,711330408,Existing Customer,35,F,7,College,Married,$40K - $60K,Blue,87,12,2,15,14769,2779,919,5,10123,30,3,2
1401,718465458,Existing Customer,49,M,1,Unknown,Single,$80K - $120K,Blue,31,6,1,4,5898,1348,4550,0.64,1002,21,1.333,0.229
1402,710616183,Existing Customer,46,F,3,Uneducated,Single,Unknown,Blue,33,5,3,4,19995,0,19995,0.65,1879,34,0.7,0
1403,714580158,Existing Customer,26,M,0,Post-Graduate,Married,$40K - $60K,Blue,150,24,1,8,2494,5970,3740,4,15833,65,1,1
1404,710798883,Existing Customer,52,M,16,Graduate,Single,$60K - $80K,Blue,53,20,9,23,3107,13615,1344,2,6608,150,3,3
1405,720511608,Existing Customer,38,F,0,Graduate,Married,Unknown,Blue,34,25,13,17,15004,4709,20239,2,8220,105,2,0
1406,708913233,Existing Customer,37,M,4,High School,Married,$40K - $60K,Blue,30,4,19,12,18656,2131,5431,1,5990,181,1,1
1407,788038383,Existing Customer,33,F,16,Graduate,Married,Less than $40K,Blue,30,15,9,11,2157,8163,1224,3,10084,153,3,3
1408,719905908,Existing Customer,59,M,1,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,3742,1175,2567,0.514,1505,31,0.824,0.314
1409,807044958,Existing Customer,34,M,13,High School,Married,$40K - $60K,Blue,31,9,14,17,15216,1498,4749,2,7217,240,2,1
1410,719514783,Existing Customer,39,F,16,Post-Graduate,Unknown,Unknown,Blue,109,24,1,8,2886,7224,3734,3,5735,33,1,1
1411,787643658,Existing Customer,59,M,0,Graduate,Married,$60K - $80K,Blue,64,30,4,23,11737,12784,13782,1,5877,96,2,1
1412,779138883,Existing Customer,50,M,5,Graduate,Married,$60K - $80K,Blue,41,30,13,23,4396,0,6240,1,6914,141,1,0
1413,708173433,Existing Customer,26,F,1,Unknown,Single,$40K - $60K,Blue,14,4,2,4,5645,2324,3321,0.655,2482,57,0.727,0.412
1414,778401033,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,14,4,14,23,74126,3257,28519,1,5515,208,3,1
1415,818375733,Attrited Customer,51,F,7,College,Married,$40K - $60K,Blue,166,9,2,15,24534,1036,3582,3,7525,28,2,0
1416,711048783,Existing Customer,41,M,12,Doctorate,Married,$80K - $120K,Blue,145,17,15,5,106639,0,171519,1,1935,129,1,0
1417,721415658,Existing Customer,39,F,5,Graduate,Married,$40K - $60K,Blue,32,15,4,11,2524,13085,637,4,11989,188,4,4
1418,717961458,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,37,5,1,4,2934,2381,553,0.762,3396,64,0.778,0.812
1419,718563483,Existing Customer,30,M,2,Unknown,Divorced,$120K +,Blue,14,3,2,3,1548,0,1548,0.828,2611,64,0.455,0
1420,717128283,Existing Customer,40,F,13,High School,Unknown,Less than $40K,Blue,39,7,9,12,28624,4153,7156,1,7662,176,2,2
1421,718068933,Existing Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,4,5750,1521,4229,0.837,2155,61,0.605,0.265
1422,718623783,Existing Customer,56,M,7,College,Married,$120K +,Blue,130,18,7,10,136473,2305,21911,2,7482,24,1,0
1423,716565258,Existing Customer,37,M,9,Doctorate,Single,$80K - $120K,Blue,179,29,10,6,40957,0,65876,2,3634,206,1,0
1424,712505658,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,41,3,1,3,5530,1999,3531,1.018,1766,45,0.667,0.361
1425,792565908,Existing Customer,36,F,2,Uneducated,Single,Less than $40K,Blue,30,6,2,3,2684,1474,1210,1.042,2346,51,1.04,0.549
1426,709267308,Existing Customer,62,M,5,Graduate,Married,$80K - $120K,Blue,59,15,4,11,2278,8252,1376,2,6823,102,3,3
1427,710035008,Existing Customer,31,F,0,Uneducated,Single,Less than $40K,Blue,24,3,2,4,3827,1397,2430,0.88,2491,64,1,0.365
1428,790082508,Existing Customer,42,M,17,High School,Single,$120K +,Blue,38,7,9,12,178819,2859,75456,2,9756,346,2,0
1429,716866308,Existing Customer,38,M,9,High School,Married,$60K - $80K,Blue,36,9,14,23,30774,1898,11112,1,6223,181,3,1
1430,709707033,Attrited Customer,45,M,16,Graduate,Single,$60K - $80K,Blue,38,10,13,11,12305,0,17468,1,5885,121,2,0
1431,718346658,Existing Customer,50,F,10,Graduate,Married,Less than $40K,Blue,44,15,9,23,1835,7998,804,2,7691,163,2,3
1432,824157858,Existing Customer,58,M,16,Graduate,Married,$80K - $120K,Blue,65,20,13,17,17495,6024,23478,2,6298,134,2,0
1433,709735008,Existing Customer,35,M,9,High School,Married,$80K - $120K,Blue,24,4,5,23,15661,2474,3647,1,6382,181,2,2
1434,814593858,Existing Customer,58,M,13,High School,Single,$120K +,Blue,57,6,5,12,31618,3100,9886,1,4880,181,2,1
1435,718416858,Existing Customer,42,M,26,Graduate,Married,$60K - $80K,Blue,41,15,13,17,9916,14835,10737,3,7865,128,2,1
1436,710307933,Existing Customer,32,F,0,College,Single,Less than $40K,Blue,87,9,7,20,14659,3751,342,4,12044,38,4,3
1437,715870758,Existing Customer,35,M,21,Graduate,Married,$120K +,Blue,36,20,13,23,32269,6000,44457,3,9712,176,3,0
1438,713819283,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,42,6,2,2,25197,2517,22680,0.721,3002,58,0.812,0.1
1439,710424408,Existing Customer,63,M,10,Graduate,Married,Less than $40K,Blue,43,25,9,23,2564,10698,1232,1,5001,80,4,3
1440,709493283,Existing Customer,42,M,2,Unknown,Single,$120K +,Blue,32,5,2,4,4111,1233,2878,0.478,1289,36,0.5,0.3
1441,712489158,Existing Customer,36,F,0,Uneducated,Single,Unknown,Blue,18,5,3,2,3667,948,2719,0.641,2781,59,0.844,0.259
1442,719013108,Existing Customer,42,M,16,Graduate,Divorced,$40K - $60K,Blue,40,20,9,23,2971,10609,1829,2,19032,275,2,3
1443,721178583,Attrited Customer,37,F,16,Graduate,Unknown,Unknown,Blue,26,10,13,11,5305,0,7530,2,4530,93,2,0
1444,717769008,Existing Customer,38,M,10,Graduate,Married,$80K - $120K,Blue,43,25,13,23,10699,7533,13492,3,10303,141,3,1
1445,709986633,Existing Customer,29,M,4,High School,Married,$40K - $60K,Blue,39,4,5,17,7451,0,3303,1,7127,218,1,0
1446,721062408,Existing Customer,54,M,2,Uneducated,Divorced,$40K - $60K,Blue,34,4,3,4,6387,1597,4790,0.689,1294,26,0.529,0.25
1447,771349458,Existing Customer,33,M,10,Graduate,Married,$40K - $60K,Blue,24,20,13,17,5289,10562,5129,2,7910,147,3,2
1448,780557658,Existing Customer,63,F,0,Uneducated,Married,Unknown,Blue,54,5,3,2,11827,0,11827,0.921,1395,37,0.609,0
1449,771441558,Existing Customer,49,M,10,Post-Graduate,Married,$60K - $80K,Blue,155,20,4,6,2346,4561,5499,6,9201,42,1,1
1450,756409758,Existing Customer,44,F,10,Graduate,Married,Less than $40K,Blue,44,20,22,23,2994,12236,1496,1,5922,121,3,3
1451,720009558,Existing Customer,33,F,7,College,Single,Unknown,Gold,130,9,2,15,173454,2295,28213,5,12546,46,4,0
1452,778885158,Existing Customer,57,M,3,Uneducated,Married,$80K - $120K,Blue,38,5,3,3,2472,2457,15,0.693,1392,33,0.737,0.994
1453,715543908,Existing Customer,52,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,3,2147,1173,974,0.653,1352,37,0.37,0.546
1454,717591483,Existing Customer,52,F,16,Graduate,Single,Less than $40K,Blue,53,20,4,17,3194,12047,1821,2,7951,153,3,3
1455,715042608,Existing Customer,39,F,6,Doctorate,Married,Unknown,Blue,179,29,10,6,25724,1730,37313,4,3945,160,2,0
1456,755959683,Existing Customer,50,F,5,Unknown,Unknown,Unknown,Blue,43,5,1,2,3410,2281,1129,0.518,1296,31,0.348,0.669
1457,715367058,Existing Customer,43,M,10,College,Unknown,$60K - $80K,Blue,134,15,4,15,95702,0,16293,4,8676,28,4,0
1458,714573258,Existing Customer,36,M,10,Post-Graduate,Single,$60K - $80K,Blue,125,16,3,8,1444,2290,4360,3,9894,40,2,1
1459,712281183,Existing Customer,55,M,21,Graduate,Married,$120K +,Blue,43,20,9,11,22752,5045,31161,1,5889,105,2,0
1460,717670758,Existing Customer,30,F,5,Graduate,Single,Less than $40K,Blue,24,25,9,17,4703,7821,4914,2,10427,227,3,1
1461,720666333,Existing Customer,36,M,3,Unknown,Married,$120K +,Blue,24,6,3,2,24577,0,24577,0.75,1897,39,0.393,0
1462,771556308,Existing Customer,26,F,0,High School,Single,Less than $40K,Blue,14,9,14,23,18221,2060,5332,1,7496,256,1,1
1463,708931908,Existing Customer,48,M,13,High School,Single,$40K - $60K,Blue,39,4,9,17,38338,1097,15533,1,5212,272,1,0
1464,718894233,Existing Customer,53,F,10,Graduate,Married,$40K - $60K,Blue,43,30,9,23,2764,8199,2077,2,8745,201,2,2
1465,771544533,Attrited Customer,42,F,21,High School,Married,Unknown,Blue,32,4,5,23,18537,0,8217,1,3374,192,1,0
1466,708927108,Attrited Customer,53,M,10,Graduate,Married,$120K +,Blue,43,5,13,11,11946,2988,16285,2,4682,89,1,0
1467,717831783,Existing Customer,58,F,2,Uneducated,Married,Less than $40K,Blue,45,3,3,4,1942,1536,406,0.615,1371,38,0.407,0.791
1468,709288383,Existing Customer,32,M,10,Graduate,Divorced,$80K - $120K,Blue,31,25,4,17,28010,4650,38715,2,9658,220,2,0
1469,710813733,Existing Customer,48,M,4,Uneducated,Married,$60K - $80K,Silver,35,5,3,4,33791,0,33791,0.712,1546,41,0.577,0
1470,721084833,Existing Customer,48,M,21,High School,Married,$40K - $60K,Silver,37,7,0,12,91477,3479,35914,1,5591,208,2,0
1471,711258108,Existing Customer,54,M,3,College,Married,$120K +,Blue,159,12,7,10,14176,3599,347,2,6916,23,4,3
1472,710149008,Existing Customer,59,M,0,High School,Married,Less than $40K,Blue,51,9,14,23,7662,1357,1589,1,7110,373,1,2
1473,711902058,Existing Customer,35,M,10,Graduate,Married,$60K - $80K,Blue,43,15,13,11,1345,0,1909,4,10299,176,3,0
1474,716757033,Existing Customer,37,M,21,Post-Graduate,Married,$40K - $60K,Blue,113,20,1,8,6169,5069,27484,7,13516,50,1,0
1475,712688433,Existing Customer,36,M,13,High School,Divorced,$120K +,Blue,39,4,9,17,17635,2703,4216,1,7998,346,2,2
1476,713203908,Existing Customer,26,M,0,Uneducated,Single,$40K - $60K,Blue,15,4,1,3,2158,1695,463,0.766,1833,27,0.588,0.785
1477,711772008,Attrited Customer,35,F,16,Graduate,Single,Less than $40K,Blue,26,5,9,6,1767,3925,1624,2,6129,115,2,2
1478,708799983,Attrited Customer,40,M,5,Post-Graduate,Married,$60K - $80K,Blue,150,24,4,8,16536,2555,94415,2,7537,38,1,0
1479,778882758,Existing Customer,55,F,2,Unknown,Married,Unknown,Blue,36,5,5,4,3602,2013,1589,0.839,1935,47,1.474,0.559
1480,709157133,Existing Customer,39,M,1,Unknown,Divorced,$80K - $120K,Blue,34,6,1,3,3766,1049,2717,0.666,1514,51,0.645,0.279
1481,741344808,Existing Customer,39,F,10,Graduate,Married,Less than $40K,Blue,38,20,9,23,5267,12124,4747,3,12006,201,3,2
1482,739692933,Existing Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,29,4,2,4,3126,2517,609,1.235,1638,41,0.519,0.805
1483,766429908,Existing Customer,49,M,9,High School,Unknown,$60K - $80K,Blue,45,9,5,12,15630,1355,5123,1,5451,197,2,1
1484,802087683,Existing Customer,32,M,0,Post-Graduate,Married,$60K - $80K,Blue,109,24,3,6,4927,4280,21515,8,10901,49,1,0
1485,712491108,Existing Customer,35,M,5,Post-Graduate,Married,$80K - $120K,Blue,84,24,4,8,11734,3378,64049,7,11545,46,1,0
1486,714767508,Existing Customer,39,M,10,Graduate,Married,$40K - $60K,Blue,37,25,13,11,8121,6755,10008,4,9419,105,4,1
1487,720376008,Existing Customer,53,F,10,Graduate,Married,Less than $40K,Blue,48,30,9,23,5772,8375,6308,1,8443,166,3,1
1488,779126658,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,16,25,4,11,5287,0,7505,2,9555,195,2,0
1489,793222008,Existing Customer,32,M,0,High School,Married,$60K - $80K,Blue,28,7,9,17,27961,3076,8297,1,6834,261,2,1
1490,720812433,Existing Customer,54,M,7,College,Married,$120K +,Blue,166,18,2,10,143046,0,24353,3,8252,23,5,0
1491,717623583,Existing Customer,36,F,13,High School,Married,Less than $40K,Blue,29,6,9,23,17843,4208,2303,2,8869,272,1,3
1492,708878508,Existing Customer,45,F,13,High School,Married,Less than $40K,Blue,40,6,5,17,10900,2184,1922,1,5757,186,3,2
1493,710043408,Existing Customer,49,M,16,Graduate,Married,$80K - $120K,Blue,44,20,4,23,14594,12071,17999,1,7918,185,2,1
1494,789079758,Existing Customer,44,M,12,Doctorate,Unknown,$120K +,Blue,160,17,10,5,110186,2966,170261,3,2203,183,1,0
1495,721311333,Existing Customer,32,M,4,High School,Married,Unknown,Blue,24,4,5,23,87617,2741,35186,2,8021,218,2,0
1496,710749458,Existing Customer,64,F,0,Doctorate,Married,Less than $40K,Blue,264,23,5,5,17436,4077,18474,2,2191,133,1,2
1497,778275783,Existing Customer,37,F,2,Unknown,Unknown,Less than $40K,Blue,27,5,1,2,2868,1434,1434,0.777,2909,64,0.488,0.5
1498,799498158,Existing Customer,31,M,5,Post-Graduate,Married,$60K - $80K,Blue,92,20,1,6,2415,4535,5963,4,7288,32,1,1
1499,716334258,Existing Customer,49,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,5,1,2,5238,1365,3873,1.027,1834,43,1.263,0.261
1500,716075208,Existing Customer,32,F,13,High School,Married,Less than $40K,Blue,24,6,9,23,23629,3498,5815,1,6229,202,1,2
1501,780276258,Existing Customer,53,M,9,High School,Married,$120K +,Blue,42,4,9,17,67821,1698,27801,0,4827,197,1,0
1502,789282333,Existing Customer,62,F,0,Graduate,Married,Unknown,Blue,61,15,13,17,10121,7509,12677,1,5600,109,2,1
1503,811571733,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,13,4,2,2,2600,1876,724,0.606,2625,45,0.364,0.722
1504,709429533,Existing Customer,49,F,26,Graduate,Divorced,Unknown,Blue,42,30,13,23,2394,0,3399,2,8460,131,3,0
1505,715247508,Existing Customer,30,F,5,Graduate,Married,Less than $40K,Blue,43,15,9,11,6626,6248,7999,2,7075,118,2,1
1506,718784358,Existing Customer,34,M,4,Uneducated,Single,$120K +,Blue,36,6,3,2,34516,2517,31999,0.975,1969,46,1.3,0.073
1507,751450008,Existing Customer,41,M,5,Post-Graduate,Single,$40K - $60K,Blue,134,12,3,8,9233,3990,47898,4,7634,37,1,0
1508,719227233,Existing Customer,27,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,3,1553,723,830,0.666,1954,43,0.344,0.466
1509,711050058,Existing Customer,33,F,2,Uneducated,Married,$40K - $60K,Blue,23,4,2,4,6732,0,6732,0.856,1644,45,0.731,0
1510,779040408,Existing Customer,56,M,9,High School,Married,$120K +,Blue,40,4,5,12,63107,2934,24064,1,4913,176,1,1
1511,714024858,Existing Customer,36,M,13,High School,Married,$80K - $120K,Blue,29,4,5,12,36555,0,16204,1,5781,186,2,0
1512,789849108,Existing Customer,35,M,5,Graduate,Single,$60K - $80K,Blue,30,30,4,11,13430,0,19064,1,9464,198,2,0
1513,710391258,Existing Customer,27,M,0,Graduate,Married,$40K - $60K,Blue,43,15,9,23,10726,4886,14126,2,8873,131,2,0
1514,718830183,Existing Customer,46,M,4,High School,Single,$60K - $80K,Blue,41,7,9,23,124317,4339,49325,1,4451,154,1,0
1515,779696883,Existing Customer,48,M,10,Graduate,Divorced,$60K - $80K,Blue,40,20,9,23,2803,10544,1605,2,7542,99,1,3
1516,719249733,Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,36,6,2,2,30011,1232,28779,0.944,1676,41,0.783,0.041
1517,737971833,Existing Customer,38,M,5,Graduate,Married,$60K - $80K,Blue,37,30,13,17,2248,9153,1131,3,10344,128,2,3
1518,772468983,Existing Customer,36,M,5,Post-Graduate,Married,$80K - $120K,Blue,109,12,6,4,19721,3705,111359,5,8638,33,1,0
1519,710990283,Existing Customer,56,M,4,High School,Married,$80K - $120K,Blue,39,6,5,12,20236,3191,4719,1,6113,176,2,2
1520,808750458,Existing Customer,32,M,3,Doctorate,Single,$60K - $80K,Blue,135,29,15,5,32016,1325,48383,2,3154,221,1,0
1521,719692983,Existing Customer,36,M,6,Doctorate,Married,$60K - $80K,Blue,150,17,15,6,15751,3289,17611,4,3952,160,1,1
1522,719125158,Existing Customer,35,F,9,High School,Single,Less than $40K,Silver,16,7,9,12,71919,2503,28545,1,8925,378,1,0
1523,787509408,Existing Customer,26,M,0,College,Single,Unknown,Blue,47,18,7,10,11794,0,2008,4,12648,35,2,0
1524,719206308,Existing Customer,32,M,4,High School,Married,$60K - $80K,Blue,26,6,9,12,21324,2109,6644,1,5508,202,1,1
1525,717141858,Existing Customer,56,F,9,High School,Single,$40K - $60K,Blue,39,6,5,12,72033,1078,30494,1,10474,357,1,0
1526,713172408,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,43,4,2,4,32558,2016,30542,0.506,1440,37,0.423,0.062
1527,720314583,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,44,4,1,2,12902,1860,11042,0.492,1273,33,0.375,0.144
1528,708347583,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,4,2509,1144,1365,0.692,1804,38,0.583,0.456
1529,711006783,Existing Customer,38,F,5,Graduate,Single,Less than $40K,Blue,26,15,13,17,2322,12666,445,1,4959,89,2,4
1530,718274283,Existing Customer,35,M,10,College,Single,$60K - $80K,Blue,130,15,2,15,13970,0,2378,3,12034,42,4,0
1531,803977008,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,34,6,2,4,5219,1826,3393,1.011,1715,35,1.188,0.35
1532,715216908,Existing Customer,48,M,12,Doctorate,Single,$80K - $120K,Blue,179,35,15,6,57787,3020,85854,1,2138,122,0,0
1533,779611008,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,22,20,13,23,4237,0,6015,2,7790,176,2,0
1534,811467708,Existing Customer,33,M,10,Graduate,Married,$80K - $120K,Blue,34,20,9,11,20941,8434,27827,2,9877,198,2,0
1535,812597508,Existing Customer,39,F,4,High School,Married,$40K - $60K,Blue,37,9,24,17,23256,4307,4572,1,7157,309,1,2
1536,718651083,Existing Customer,35,F,10,Graduate,Single,Unknown,Blue,30,20,4,23,9657,3030,13026,2,10171,217,3,0
1537,708577308,Existing Customer,43,F,1,Unknown,Divorced,Less than $40K,Blue,36,4,2,3,2637,1272,1365,0.728,1569,39,1.053,0.482
1538,813990483,Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,24,6,5,12,9657,2386,1102,1,5525,170,1,3
1539,816319008,Existing Customer,52,F,10,Graduate,Single,Unknown,Blue,57,30,13,17,12412,11299,15075,2,7856,105,3,1
1540,789627258,Existing Customer,31,M,5,Graduate,Single,$40K - $60K,Blue,30,25,13,17,1809,6089,1197,1,10324,192,3,3
1541,713346558,Existing Customer,45,M,21,Graduate,Divorced,$60K - $80K,Blue,44,25,9,23,6342,5252,7821,2,7852,89,2,1
1542,708744933,Existing Customer,35,M,9,High School,Married,$60K - $80K,Blue,39,6,9,23,99092,3241,39607,1,6179,176,1,0
1543,708828258,Existing Customer,55,M,7,College,Married,$120K +,Blue,134,15,4,15,164032,2311,26599,2,6468,19,1,0
1544,713511108,Existing Customer,61,M,1,Uneducated,Married,$40K - $60K,Blue,47,5,3,4,1438.3,847,591.3,0.436,1397,43,0.483,0.589
1545,710208633,Existing Customer,37,F,5,Graduate,Married,Less than $40K,Blue,37,25,9,11,2260,11370,648,2,7327,134,2,4
1546,824165658,Existing Customer,38,M,2,Unknown,Married,$80K - $120K,Blue,34,4,1,3,19259,2266,16993,0.92,1388,27,0.929,0.118
1547,826513233,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,50,6,2,2,3796,2396,1400,0.569,2069,54,0.742,0.631
1548,788789658,Existing Customer,40,M,5,Unknown,Unknown,$80K - $120K,Blue,22,6,1,4,4042,1744,2298,0.582,1471,37,0.542,0.431
1549,717837858,Existing Customer,47,M,17,College,Married,$120K +,Blue,123,9,2,10,88461,1584,14151,5,14144,41,3,0
1550,709382958,Existing Customer,55,F,10,Graduate,Married,$40K - $60K,Blue,55,30,4,23,2706,12242,1084,1,4203,80,2,3
1551,716253858,Existing Customer,37,M,26,Post-Graduate,Married,$80K - $120K,Blue,109,8,1,4,15047,5614,79726,4,7723,38,1,0
1552,713725683,Existing Customer,36,F,0,College,Single,Less than $40K,Blue,98,18,7,10,16493,2746,1231,3,12741,50,3,2
1553,710364258,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,41,4,2,2,15815,1217,14598,1.266,2135,48,0.846,0.077
1554,816033783,Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue,23,9,9,17,8662,1650,1642,1,6977,181,1,2
1555,715065483,Existing Customer,45,F,16,Graduate,Divorced,Less than $40K,Blue,43,20,13,17,7592,9401,8661,2,7910,144,2,1
1556,718751133,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,26,4,1,4,3182,2435,747,0.868,1670,30,0.765,0.765
1557,713983308,Existing Customer,60,M,0,Post-Graduate,Married,$60K - $80K,Blue,205,20,1,8,2862,5534,6767,3,5473,31,1,1
1558,718418958,Attrited Customer,30,M,5,Post-Graduate,Divorced,Less than $40K,Blue,150,24,3,8,4552,0,27311,5,5810,34,1,0
1559,779367858,Existing Customer,39,M,17,High School,Married,$60K - $80K,Blue,30,7,14,17,32245,3272,9934,2,10019,309,2,1
1560,711285633,Existing Customer,33,F,0,Unknown,Single,Unknown,Blue,36,6,1,3,2735,1769,966,1.465,3306,71,0.972,0.647
1561,714974658,Existing Customer,48,F,14,College,Married,Less than $40K,Blue,130,18,2,20,12382,2782,511,3,5941,22,6,3
1562,716374308,Existing Customer,39,M,16,Graduate,Married,$60K - $80K,Blue,40,20,13,11,3251,11051,2126,2,7840,160,4,3
1563,713416233,Existing Customer,38,M,10,Graduate,Married,$80K - $120K,Blue,29,25,9,11,3031,12236,1547,1,7608,147,2,3
